,signal,feeder,pump
12-05-2019-17:58:20,play,b'',
12-05-2019-17:58:27,,b'',
12-05-2019-17:58:32,,b'',
12-05-2019-17:58:37,,b'',
12-05-2019-17:58:42,play,b'',
12-05-2019-17:58:49,,b'',
12-05-2019-17:58:54,,b'',
12-05-2019-17:58:59,,b'',
12-05-2019-17:59:04,play,b'',
12-05-2019-17:59:11,,b'',
12-05-2019-17:59:16,,b'',
12-05-2019-17:59:21,,b'',
12-05-2019-17:59:26,play,b'',
12-05-2019-17:59:33,,b'',
12-05-2019-17:59:38,,b'',
12-05-2019-17:59:43,,b'',
12-05-2019-17:59:48,play,b'',
12-05-2019-17:59:55,,b'',
12-05-2019-18:00:00,,b'',
12-05-2019-18:00:05,,b'',
12-05-2019-18:00:10,play,b'',
12-05-2019-18:00:17,,b'',
12-05-2019-18:00:22,,b'',
12-05-2019-18:00:27,,b'',
12-05-2019-18:00:32,play,b'',
12-05-2019-18:00:39,,b'',
12-05-2019-18:00:44,,b'',
12-05-2019-18:00:49,,b'',
12-05-2019-18:00:54,play,b'',
12-05-2019-18:01:01,,b'',
12-05-2019-18:01:06,,b'',
12-05-2019-18:01:12,,b'',
12-05-2019-18:01:17,play,b'',
12-05-2019-18:01:24,,b'',
12-05-2019-18:01:29,,b'',
12-05-2019-18:01:34,,b'',
12-05-2019-18:01:39,play,b'',
12-05-2019-18:01:46,,b'',
12-05-2019-18:01:51,,b'',
12-05-2019-18:01:56,,b'',
12-05-2019-18:02:01,play,b'',
12-05-2019-18:02:08,,b'',
12-05-2019-18:02:13,,b'',
12-05-2019-18:02:18,,b'',
12-05-2019-18:02:23,play,b'',
12-05-2019-18:02:30,,b'',
12-05-2019-18:02:35,,b'',
12-05-2019-18:02:40,,b'',
12-05-2019-18:02:45,play,b'',
12-05-2019-18:02:52,,b'',
12-05-2019-18:02:57,,b'',
12-05-2019-18:03:02,,b'',
12-05-2019-18:03:07,play,b'',
12-05-2019-18:03:14,,b'',
12-05-2019-18:03:19,,b'',
12-05-2019-18:03:24,,b'',
12-05-2019-18:03:29,play,b'',
12-05-2019-18:03:36,,b'',
12-05-2019-18:03:41,,b'',
12-05-2019-18:03:46,,b'',
12-05-2019-18:03:51,play,b'',
12-05-2019-18:03:58,,b'',
12-05-2019-18:04:03,,b'',
12-05-2019-18:04:08,,b'',
12-05-2019-18:04:13,play,b'',
12-05-2019-18:04:20,,b'',
12-05-2019-18:04:25,,b'',
12-05-2019-18:04:30,,b'',
12-05-2019-18:04:35,play,b'',
12-05-2019-18:04:42,,b'',
12-05-2019-18:04:47,,b'',
12-05-2019-18:04:52,,b'',
12-05-2019-18:04:57,play,b'',
12-05-2019-18:05:04,,b'',
12-05-2019-18:05:09,,b'',
12-05-2019-18:05:14,,b'',
12-05-2019-18:05:19,play,b'',
12-05-2019-18:05:27,,b'',
12-05-2019-18:05:32,,b'',
12-05-2019-18:05:37,,b'',
12-05-2019-18:05:42,play,b'',
12-05-2019-18:05:49,,b'',
12-05-2019-18:05:54,,b'',
12-05-2019-18:05:59,,b'',
12-05-2019-18:06:04,play,b'',
12-05-2019-18:06:11,,b'',
12-05-2019-18:06:16,,b'',
12-05-2019-18:06:21,,b'',
12-05-2019-18:06:26,play,b'',
12-05-2019-18:06:33,,b'',
12-05-2019-18:06:38,,b'',
12-05-2019-18:06:43,,b'',
12-05-2019-18:06:48,play,b'',
12-05-2019-18:06:55,,b'',
12-05-2019-18:07:00,,b'',
12-05-2019-18:07:05,,b'',
12-05-2019-18:07:10,play,b'',
12-05-2019-18:07:17,,b'',
12-05-2019-18:07:22,,b'',
12-05-2019-18:07:27,,b'',
12-05-2019-18:07:32,play,b'',
12-05-2019-18:07:39,,b'',
12-05-2019-18:07:44,,b'',
12-05-2019-18:07:49,,b'',
12-05-2019-18:07:54,play,b'',
12-05-2019-18:08:01,,b'',
12-05-2019-18:08:06,,b'',
12-05-2019-18:08:11,,b'',
12-05-2019-18:08:14,,b'2',2
12-05-2019-18:08:19,play,b'',
12-05-2019-18:08:26,,b'',
12-05-2019-18:08:31,,b'',
12-05-2019-18:08:36,,b'',
12-05-2019-18:08:41,play,b'',
12-05-2019-18:08:48,,b'',
12-05-2019-18:08:53,,b'',
12-05-2019-18:08:58,,b'',
12-05-2019-18:09:03,play,b'',
12-05-2019-18:09:10,,b'',
12-05-2019-18:09:15,,b'',
12-05-2019-18:09:20,,b'',
12-05-2019-18:09:25,play,b'',
12-05-2019-18:09:32,,b'',
12-05-2019-18:09:38,,b'',
12-05-2019-18:09:43,,b'',
12-05-2019-18:09:48,play,b'',
12-05-2019-18:09:55,,b'',
12-05-2019-18:10:00,,b'',
12-05-2019-18:10:05,,b'',
12-05-2019-18:10:10,play,b'',
12-05-2019-18:10:17,,b'',
12-05-2019-18:10:22,,b'',
12-05-2019-18:10:27,,b'',
12-05-2019-18:10:32,play,b'',
12-05-2019-18:10:39,,b'',
12-05-2019-18:10:44,,b'',
12-05-2019-18:10:49,,b'',
12-05-2019-18:10:54,play,b'',
12-05-2019-18:11:01,,b'',
12-05-2019-18:11:06,,b'',
12-05-2019-18:11:11,,b'',
12-05-2019-18:11:16,play,b'',
12-05-2019-18:11:23,,b'',
12-05-2019-18:11:28,,b'',
12-05-2019-18:11:33,,b'',
12-05-2019-18:11:38,play,b'',
12-05-2019-18:11:45,,b'',
12-05-2019-18:11:50,,b'',
12-05-2019-18:11:55,,b'',
12-05-2019-18:12:00,play,b'',
12-05-2019-18:12:07,,b'',
12-05-2019-18:12:12,,b'',
12-05-2019-18:12:17,,b'',
12-05-2019-18:12:22,play,b'',
12-05-2019-18:12:29,,b'',
12-05-2019-18:12:34,,b'',
12-05-2019-18:12:39,,b'',
12-05-2019-18:12:44,play,b'',
12-05-2019-18:12:51,,b'',
12-05-2019-18:12:56,,b'',
12-05-2019-18:13:01,,b'',
12-05-2019-18:13:06,play,b'',
12-05-2019-18:13:13,,b'',
12-05-2019-18:13:18,,b'',
12-05-2019-18:13:23,,b'',
12-05-2019-18:13:28,play,b'',
12-05-2019-18:13:35,,b'',
12-05-2019-18:13:40,,b'',
12-05-2019-18:13:46,,b'',
12-05-2019-18:13:51,play,b'',
12-05-2019-18:13:58,,b'',
12-05-2019-18:14:03,,b'',
12-05-2019-18:14:08,,b'',
12-05-2019-18:14:13,play,b'',
12-05-2019-18:14:20,,b'',
12-05-2019-18:14:25,,b'',
12-05-2019-18:14:30,,b'',
12-05-2019-18:14:35,play,b'',
12-05-2019-18:14:42,,b'',
12-05-2019-18:14:47,,b'',
12-05-2019-18:14:52,,b'',
12-05-2019-18:14:57,play,b'',
12-05-2019-18:15:04,,b'',
12-05-2019-18:15:09,,b'',
12-05-2019-18:15:14,,b'',
12-05-2019-18:15:19,play,b'',
12-05-2019-18:15:26,,b'',
12-05-2019-18:15:31,,b'',
12-05-2019-18:15:36,,b'',
12-05-2019-18:15:41,play,b'',
12-05-2019-18:15:48,,b'',
12-05-2019-18:15:53,,b'',
12-05-2019-18:15:58,,b'',
12-05-2019-18:16:03,play,b'',
12-05-2019-18:16:10,,b'',
12-05-2019-18:16:15,,b'',
12-05-2019-18:16:20,,b'',
12-05-2019-18:16:25,play,b'',
12-05-2019-18:16:32,,b'',
12-05-2019-18:16:37,,b'',
12-05-2019-18:16:42,,b'',
12-05-2019-18:16:47,play,b'',
12-05-2019-18:16:54,,b'',
12-05-2019-18:16:59,,b'',
12-05-2019-18:17:04,,b'',
12-05-2019-18:17:09,play,b'',
12-05-2019-18:17:16,,b'',
12-05-2019-18:17:21,,b'',
12-05-2019-18:17:26,,b'',
12-05-2019-18:17:31,play,b'',
12-05-2019-18:17:38,,b'',
12-05-2019-18:17:43,,b'',
12-05-2019-18:17:48,,b'',
12-05-2019-18:17:53,,b'',
12-05-2019-18:17:54,play,,
12-05-2019-18:18:01,,b'',
12-05-2019-18:18:06,,b'',
12-05-2019-18:18:11,,b'',
12-05-2019-18:18:16,play,b'',
12-05-2019-18:18:23,,b'',
12-05-2019-18:18:28,,b'',
12-05-2019-18:18:33,,b'',
12-05-2019-18:18:38,play,b'',
12-05-2019-18:18:45,,b'',
12-05-2019-18:18:50,,b'',
12-05-2019-18:18:55,,b'',
12-05-2019-18:19:00,play,b'',
12-05-2019-18:19:07,,b'',
12-05-2019-18:19:12,,b'',
12-05-2019-18:19:17,,b'',
12-05-2019-18:19:22,play,b'',
12-05-2019-18:19:29,,b'',
12-05-2019-18:19:34,,b'',
12-05-2019-18:19:39,,b'',
12-05-2019-18:19:44,play,b'',
12-05-2019-18:19:51,,b'',
12-05-2019-18:19:56,,b'',
12-05-2019-18:20:01,,b'',
12-05-2019-18:20:06,play,b'',
12-05-2019-18:20:13,,b'',
12-05-2019-18:20:18,,b'',
12-05-2019-18:20:23,,b'',
12-05-2019-18:20:28,play,b'',
12-05-2019-18:20:35,,b'',
12-05-2019-18:20:40,,b'',
12-05-2019-18:20:45,,b'',
12-05-2019-18:20:50,play,b'',
12-05-2019-18:20:57,,b'',
12-05-2019-18:21:02,,b'',
12-05-2019-18:21:07,,b'',
12-05-2019-18:21:12,play,b'',
12-05-2019-18:21:19,,b'',
12-05-2019-18:21:24,,b'',
12-05-2019-18:21:29,,b'',
12-05-2019-18:21:34,play,b'',
12-05-2019-18:21:41,,b'',
12-05-2019-18:21:46,,b'',
12-05-2019-18:21:51,,b'',
12-05-2019-18:21:56,play,b'',
12-05-2019-18:22:03,,b'',
12-05-2019-18:22:09,,b'',
12-05-2019-18:22:14,,b'',
12-05-2019-18:22:18,,b'2',2
12-05-2019-18:22:23,play,b'',
12-05-2019-18:22:30,,b'',
12-05-2019-18:22:35,,b'',
12-05-2019-18:22:40,,b'',
12-05-2019-18:22:45,play,b'',
12-05-2019-18:22:52,,b'',
12-05-2019-18:22:57,,b'',
12-05-2019-18:23:02,,b'',
12-05-2019-18:23:07,play,b'',
12-05-2019-18:23:14,,b'',
12-05-2019-18:23:19,,b'',
12-05-2019-18:23:24,,b'',
12-05-2019-18:23:29,play,b'',
12-05-2019-18:23:36,,b'',
12-05-2019-18:23:41,,b'',
12-05-2019-18:23:46,,b'',
12-05-2019-18:23:51,play,b'',
12-05-2019-18:23:58,,b'',
12-05-2019-18:24:03,,b'',
12-05-2019-18:24:08,,b'',
12-05-2019-18:24:13,play,b'',
12-05-2019-18:24:20,,b'',
12-05-2019-18:24:25,,b'',
12-05-2019-18:24:30,,b'',
12-05-2019-18:24:35,play,b'',
12-05-2019-18:24:42,,b'',
12-05-2019-18:24:47,,b'',
12-05-2019-18:24:52,,b'',
12-05-2019-18:24:57,play,b'',
12-05-2019-18:25:04,,b'',
12-05-2019-18:25:09,,b'',
12-05-2019-18:25:14,,b'',
12-05-2019-18:25:19,play,b'',
12-05-2019-18:25:26,,b'',
12-05-2019-18:25:31,,b'',
12-05-2019-18:25:36,,b'',
12-05-2019-18:25:41,play,b'',
12-05-2019-18:25:48,,b'',
12-05-2019-18:25:54,,b'',
12-05-2019-18:25:59,,b'',
12-05-2019-18:26:04,play,b'',
12-05-2019-18:26:11,,b'',
12-05-2019-18:26:16,,b'',
12-05-2019-18:26:21,,b'',
12-05-2019-18:26:26,play,b'',
12-05-2019-18:26:33,,b'',
12-05-2019-18:26:38,,b'',
12-05-2019-18:26:43,,b'',
12-05-2019-18:26:48,play,b'',
12-05-2019-18:26:55,,b'',
12-05-2019-18:27:00,,b'',
12-05-2019-18:27:05,,b'',
12-05-2019-18:27:10,play,b'',
12-05-2019-18:27:17,,b'',
12-05-2019-18:27:22,,b'',
12-05-2019-18:27:27,,b'',
12-05-2019-18:27:32,play,b'',
12-05-2019-18:27:39,,b'',
12-05-2019-18:27:44,,b'',
12-05-2019-18:27:49,,b'',
12-05-2019-18:27:54,play,b'',
12-05-2019-18:28:01,,b'',
12-05-2019-18:28:06,,b'',
12-05-2019-18:28:11,,b'',
12-05-2019-18:28:16,play,b'',
12-05-2019-18:28:23,,b'',
12-05-2019-18:28:28,,b'',
12-05-2019-18:28:33,,b'',
12-05-2019-18:28:38,play,b'',
12-05-2019-18:28:45,,b'',
12-05-2019-18:28:50,,b'',
12-05-2019-18:28:55,,b'',
12-05-2019-18:29:00,play,b'',
12-05-2019-18:29:07,,b'',
12-05-2019-18:29:12,,b'',
12-05-2019-18:29:17,,b'',
12-05-2019-18:29:22,play,b'',
12-05-2019-18:29:29,,b'',
12-05-2019-18:29:34,,b'',
12-05-2019-18:29:39,,b'',
12-05-2019-18:29:44,play,b'',
12-05-2019-18:29:51,,b'',
12-05-2019-18:29:57,,b'',
12-05-2019-18:30:02,,b'',
12-05-2019-18:30:07,play,b'',
12-05-2019-18:30:14,,b'',
12-05-2019-18:30:19,,b'',
12-05-2019-18:30:24,,b'',
12-05-2019-18:30:29,play,b'',
12-05-2019-18:30:36,,b'',
12-05-2019-18:30:41,,b'',
12-05-2019-18:30:46,,b'',
12-05-2019-18:30:51,play,b'',
12-05-2019-18:30:58,,b'',
12-05-2019-18:31:03,,b'',
12-05-2019-18:31:08,,b'',
12-05-2019-18:31:13,play,b'',
12-05-2019-18:31:20,,b'',
12-05-2019-18:31:25,,b'',
12-05-2019-18:31:30,,b'',
12-05-2019-18:31:35,play,b'',
12-05-2019-18:31:42,,b'',
12-05-2019-18:31:47,,b'',
12-05-2019-18:31:52,,b'',
12-05-2019-18:31:57,play,b'',
12-05-2019-18:32:04,,b'',
12-05-2019-18:32:09,,b'',
12-05-2019-18:32:14,,b'',
12-05-2019-18:32:19,play,b'',
12-05-2019-18:32:26,,b'',
12-05-2019-18:32:31,,b'',
12-05-2019-18:32:36,,b'',
12-05-2019-18:32:41,play,b'',
12-05-2019-18:32:48,,b'',
12-05-2019-18:32:53,,b'',
12-05-2019-18:32:58,,b'',
12-05-2019-18:33:03,play,b'',
12-05-2019-18:33:10,,b'',
12-05-2019-18:33:15,,b'',
12-05-2019-18:33:20,,b'',
12-05-2019-18:33:25,play,b'',
12-05-2019-18:33:32,,b'',
12-05-2019-18:33:37,,b'',
12-05-2019-18:33:42,,b'',
12-05-2019-18:33:47,play,b'',
12-05-2019-18:33:55,,b'',
12-05-2019-18:34:00,,b'',
12-05-2019-18:34:05,,b'',
12-05-2019-18:34:10,play,b'',
12-05-2019-18:34:17,,b'',
12-05-2019-18:34:22,,b'',
12-05-2019-18:34:27,,b'',
12-05-2019-18:34:32,play,b'',
12-05-2019-18:34:39,,b'',
12-05-2019-18:34:44,,b'',
12-05-2019-18:34:49,,b'',
12-05-2019-18:34:54,play,b'',
12-05-2019-18:35:01,,b'',
12-05-2019-18:35:06,,b'',
12-05-2019-18:35:11,,b'',
12-05-2019-18:35:16,play,b'',
12-05-2019-18:35:23,,b'',
12-05-2019-18:35:28,,b'',
12-05-2019-18:35:33,,b'',
12-05-2019-18:35:38,play,b'',
12-05-2019-18:35:45,,b'',
12-05-2019-18:35:50,,b'',
12-05-2019-18:35:55,,b'',
12-05-2019-18:36:00,play,b'',
12-05-2019-18:36:07,,b'',
12-05-2019-18:36:12,,b'',
12-05-2019-18:36:17,,b'',
12-05-2019-18:36:22,play,b'',
12-05-2019-18:36:29,,b'',
12-05-2019-18:36:34,,b'',
12-05-2019-18:36:39,,b'',
12-05-2019-18:36:44,play,b'',
12-05-2019-18:36:51,,b'',
12-05-2019-18:36:56,,b'',
12-05-2019-18:37:01,,b'',
12-05-2019-18:37:06,play,b'',
12-05-2019-18:37:13,,b'',
12-05-2019-18:37:18,,b'',
12-05-2019-18:37:23,,b'',
12-05-2019-18:37:28,play,b'',
12-05-2019-18:37:35,,b'',
12-05-2019-18:37:40,,b'',
12-05-2019-18:37:45,,b'',
12-05-2019-18:37:50,,b'',
12-05-2019-18:37:51,play,,
12-05-2019-18:37:58,,b'',
12-05-2019-18:38:03,,b'',
12-05-2019-18:38:08,,b'',
12-05-2019-18:38:13,play,b'',
12-05-2019-18:38:20,,b'',
12-05-2019-18:38:25,,b'',
12-05-2019-18:38:30,,b'',
12-05-2019-18:38:35,play,b'',
12-05-2019-18:38:42,,b'',
12-05-2019-18:38:47,,b'',
12-05-2019-18:38:52,,b'',
12-05-2019-18:38:57,play,b'',
12-05-2019-18:39:04,,b'',
12-05-2019-18:39:09,,b'',
12-05-2019-18:39:14,,b'',
12-05-2019-18:39:19,play,b'',
12-05-2019-18:39:26,,b'',
12-05-2019-18:39:31,,b'',
12-05-2019-18:39:36,,b'',
12-05-2019-18:39:41,play,b'',
12-05-2019-18:39:48,,b'',
12-05-2019-18:39:53,,b'',
12-05-2019-18:39:58,,b'',
12-05-2019-18:40:03,play,b'',
12-05-2019-18:40:10,,b'',
12-05-2019-18:40:15,,b'',
12-05-2019-18:40:20,,b'',
12-05-2019-18:40:25,play,b'',
12-05-2019-18:40:32,,b'',
12-05-2019-18:40:37,,b'',
12-05-2019-18:40:42,,b'',
12-05-2019-18:40:47,play,b'',
12-05-2019-18:40:54,,b'',
12-05-2019-18:40:59,,b'',
12-05-2019-18:41:04,,b'',
12-05-2019-18:41:09,play,b'',
12-05-2019-18:41:11,,b'2',2
12-05-2019-18:41:16,,b'',
12-05-2019-18:41:22,,b'',
12-05-2019-18:41:27,,b'',
12-05-2019-18:41:32,play,b'',
12-05-2019-18:41:39,,b'',
12-05-2019-18:41:44,,b'',
12-05-2019-18:41:49,,b'',
12-05-2019-18:41:54,play,b'',
12-05-2019-18:42:01,,b'',
12-05-2019-18:42:06,,b'',
12-05-2019-18:42:11,,b'',
12-05-2019-18:42:16,play,b'',
12-05-2019-18:42:23,,b'',
12-05-2019-18:42:28,,b'',
12-05-2019-18:42:33,,b'',
12-05-2019-18:42:38,play,b'',
12-05-2019-18:42:45,,b'',
12-05-2019-18:42:50,,b'',
12-05-2019-18:42:55,,b'',
12-05-2019-18:43:00,play,b'',
12-05-2019-18:43:07,,b'',
12-05-2019-18:43:12,,b'',
12-05-2019-18:43:17,,b'',
12-05-2019-18:43:22,play,b'',
12-05-2019-18:43:29,,b'',
12-05-2019-18:43:34,,b'',
12-05-2019-18:43:39,,b'',
12-05-2019-18:43:44,play,b'',
12-05-2019-18:43:51,,b'',
12-05-2019-18:43:56,,b'',
12-05-2019-18:44:01,,b'',
12-05-2019-18:44:06,play,b'',
12-05-2019-18:44:14,,b'',
12-05-2019-18:44:19,,b'',
12-05-2019-18:44:24,,b'',
12-05-2019-18:44:29,play,b'',
12-05-2019-18:44:36,,b'',
12-05-2019-18:44:41,,b'',
12-05-2019-18:44:46,,b'',
12-05-2019-18:44:51,play,b'',
12-05-2019-18:44:58,,b'',
12-05-2019-18:45:03,,b'',
12-05-2019-18:45:08,,b'',
12-05-2019-18:45:13,play,b'',
12-05-2019-18:45:20,,b'',
12-05-2019-18:45:25,,b'',
12-05-2019-18:45:30,,b'',
12-05-2019-18:45:35,play,b'',
12-05-2019-18:45:42,,b'',
12-05-2019-18:45:47,,b'',
12-05-2019-18:45:52,,b'',
12-05-2019-18:45:57,play,b'',
12-05-2019-18:46:04,,b'',
12-05-2019-18:46:09,,b'',
12-05-2019-18:46:14,,b'',
12-05-2019-18:46:19,play,b'',
12-05-2019-18:46:26,,b'',
12-05-2019-18:46:31,,b'',
12-05-2019-18:46:36,,b'',
12-05-2019-18:46:41,play,b'',
12-05-2019-18:46:48,,b'',
12-05-2019-18:46:53,,b'',
12-05-2019-18:46:58,,b'',
12-05-2019-18:47:03,play,b'',
12-05-2019-18:47:10,,b'',
12-05-2019-18:47:15,,b'',
12-05-2019-18:47:20,,b'',
12-05-2019-18:47:25,play,b'',
12-05-2019-18:47:32,,b'',
12-05-2019-18:47:37,,b'',
12-05-2019-18:47:42,,b'',
12-05-2019-18:47:47,play,b'',
12-05-2019-18:47:54,,b'',
12-05-2019-18:47:59,,b'',
12-05-2019-18:48:05,,b'',
12-05-2019-18:48:10,play,b'',
12-05-2019-18:48:17,,b'',
12-05-2019-18:48:22,,b'',
12-05-2019-18:48:27,,b'',
12-05-2019-18:48:32,play,b'',
12-05-2019-18:48:35,,b'2',2
12-05-2019-18:48:40,,b'',
12-05-2019-18:48:45,,b'',
12-05-2019-18:48:50,,b'',
12-05-2019-18:48:55,play,b'',
12-05-2019-18:49:02,,b'',
12-05-2019-18:49:08,,b'',
12-05-2019-18:49:13,,b'',
12-05-2019-18:49:18,play,b'',
12-05-2019-18:49:25,,b'',
12-05-2019-18:49:30,,b'',
12-05-2019-18:49:35,,b'',
12-05-2019-18:49:40,play,b'',
12-05-2019-18:49:47,,b'',
12-05-2019-18:49:52,,b'',
12-05-2019-18:49:57,,b'',
12-05-2019-18:50:02,play,b'',
12-05-2019-18:50:09,,b'',
12-05-2019-18:50:14,,b'',
12-05-2019-18:50:19,,b'',
12-05-2019-18:50:24,play,b'',
12-05-2019-18:50:31,,b'',
12-05-2019-18:50:36,,b'',
12-05-2019-18:50:41,,b'',
12-05-2019-18:50:46,play,b'',
12-05-2019-18:50:53,,b'',
12-05-2019-18:50:58,,b'',
12-05-2019-18:51:03,,b'',
12-05-2019-18:51:08,play,b'',
12-05-2019-18:51:15,,b'',
12-05-2019-18:51:20,,b'',
12-05-2019-18:51:25,,b'',
12-05-2019-18:51:30,play,b'',
12-05-2019-18:51:37,,b'',
12-05-2019-18:51:42,,b'',
12-05-2019-18:51:47,,b'',
12-05-2019-18:51:52,play,b'',
12-05-2019-18:51:59,,b'',
12-05-2019-18:52:04,,b'',
12-05-2019-18:52:09,,b'',
12-05-2019-18:52:14,play,b'',
12-05-2019-18:52:21,,b'',
12-05-2019-18:52:26,,b'',
12-05-2019-18:52:31,,b'',
12-05-2019-18:52:36,,b'',
12-05-2019-18:52:37,play,,
12-05-2019-18:52:44,,b'',
12-05-2019-18:52:49,,b'',
12-05-2019-18:52:54,,b'',
12-05-2019-18:52:59,play,b'',
12-05-2019-18:53:06,,b'',
12-05-2019-18:53:11,,b'',
12-05-2019-18:53:16,,b'',
12-05-2019-18:53:21,play,b'',
12-05-2019-18:53:28,,b'',
12-05-2019-18:53:33,,b'',
12-05-2019-18:53:38,,b'',
12-05-2019-18:53:43,play,b'',
12-05-2019-18:53:50,,b'',
12-05-2019-18:53:55,,b'',
12-05-2019-18:54:00,,b'',
12-05-2019-18:54:05,play,b'',
12-05-2019-18:54:12,,b'',
12-05-2019-18:54:17,,b'',
12-05-2019-18:54:22,,b'',
12-05-2019-18:54:27,play,b'',
12-05-2019-18:54:34,,b'',
12-05-2019-18:54:39,,b'',
12-05-2019-18:54:44,,b'',
12-05-2019-18:54:49,play,b'',
12-05-2019-18:54:56,,b'',
12-05-2019-18:55:01,,b'',
12-05-2019-18:55:06,,b'',
12-05-2019-18:55:11,play,b'',
12-05-2019-18:55:18,,b'',
12-05-2019-18:55:23,,b'',
12-05-2019-18:55:28,,b'',
12-05-2019-18:55:33,play,b'',
12-05-2019-18:55:40,,b'',
12-05-2019-18:55:45,,b'',
12-05-2019-18:55:50,,b'',
12-05-2019-18:55:55,play,b'',
12-05-2019-18:56:02,,b'',
12-05-2019-18:56:07,,b'',
12-05-2019-18:56:12,,b'',
12-05-2019-18:56:17,play,b'',
12-05-2019-18:56:25,,b'',
12-05-2019-18:56:30,,b'',
12-05-2019-18:56:35,,b'',
12-05-2019-18:56:40,play,b'',
12-05-2019-18:56:47,,b'',
12-05-2019-18:56:52,,b'',
12-05-2019-18:56:57,,b'',
12-05-2019-18:57:02,play,b'',
12-05-2019-18:57:09,,b'',
12-05-2019-18:57:14,,b'',
12-05-2019-18:57:19,,b'',
12-05-2019-18:57:24,play,b'',
12-05-2019-18:57:31,,b'',
12-05-2019-18:57:36,,b'',
12-05-2019-18:57:41,,b'',
12-05-2019-18:57:46,play,b'',
12-05-2019-18:57:53,,b'',
12-05-2019-18:57:58,,b'',
12-05-2019-18:58:03,,b'',
12-05-2019-18:58:08,play,b'',
12-05-2019-18:58:15,,b'',
12-05-2019-18:58:20,,b'',
12-05-2019-18:58:25,,b'',
12-05-2019-18:58:30,play,b'',
12-05-2019-18:58:37,,b'',
12-05-2019-18:58:42,,b'',
12-05-2019-18:58:47,,b'',
12-05-2019-18:58:52,play,b'',
12-05-2019-18:58:59,,b'',
12-05-2019-18:59:04,,b'',
12-05-2019-18:59:09,,b'',
12-05-2019-18:59:14,play,b'',
12-05-2019-18:59:21,,b'',
12-05-2019-18:59:26,,b'',
12-05-2019-18:59:31,,b'',
12-05-2019-18:59:36,play,b'',
12-05-2019-18:59:43,,b'',
12-05-2019-18:59:48,,b'',
12-05-2019-18:59:53,,b'',
12-05-2019-18:59:58,play,b'',
12-05-2019-19:00:05,,b'',
12-05-2019-19:00:11,,b'',
12-05-2019-19:00:16,,b'',
12-05-2019-19:00:21,play,b'',
12-05-2019-19:00:28,,b'',
12-05-2019-19:00:33,,b'',
12-05-2019-19:00:38,,b'',
12-05-2019-19:00:43,play,b'',
12-05-2019-19:00:50,,b'',
12-05-2019-19:00:55,,b'',
12-05-2019-19:01:00,,b'',
12-05-2019-19:01:05,play,b'',
12-05-2019-19:01:12,,b'',
12-05-2019-19:01:17,,b'',
12-05-2019-19:01:22,,b'',
12-05-2019-19:01:27,play,b'',
12-05-2019-19:01:34,,b'',
12-05-2019-19:01:39,,b'',
12-05-2019-19:01:44,,b'',
12-05-2019-19:01:49,play,b'',
12-05-2019-19:01:56,,b'',
12-05-2019-19:02:01,,b'',
12-05-2019-19:02:06,,b'',
12-05-2019-19:02:11,play,b'',
12-05-2019-19:02:18,,b'',
12-05-2019-19:02:23,,b'',
12-05-2019-19:02:28,,b'',
12-05-2019-19:02:33,play,b'',
12-05-2019-19:02:40,,b'',
12-05-2019-19:02:45,,b'',
12-05-2019-19:02:50,,b'',
12-05-2019-19:02:55,play,b'',
12-05-2019-19:03:02,,b'',
12-05-2019-19:03:07,,b'',
12-05-2019-19:03:12,,b'',
12-05-2019-19:03:17,play,b'',
12-05-2019-19:03:24,,b'',
12-05-2019-19:03:29,,b'',
12-05-2019-19:03:34,,b'',
12-05-2019-19:03:39,play,b'',
12-05-2019-19:03:46,,b'',
12-05-2019-19:03:52,,b'',
12-05-2019-19:03:57,,b'',
12-05-2019-19:04:02,play,b'',
12-05-2019-19:04:09,,b'',
12-05-2019-19:04:14,,b'',
12-05-2019-19:04:19,,b'',
12-05-2019-19:04:24,play,b'',
12-05-2019-19:04:31,,b'',
12-05-2019-19:04:36,,b'',
12-05-2019-19:04:41,,b'',
12-05-2019-19:04:46,play,b'',
12-05-2019-19:04:53,,b'',
12-05-2019-19:04:58,,b'',
12-05-2019-19:05:03,,b'',
12-05-2019-19:05:08,play,b'',
12-05-2019-19:05:15,,b'',
12-05-2019-19:05:20,,b'',
12-05-2019-19:05:25,,b'',
12-05-2019-19:05:30,play,b'',
12-05-2019-19:05:37,,b'',
12-05-2019-19:05:42,,b'',
12-05-2019-19:05:47,,b'',
12-05-2019-19:05:52,play,b'',
12-05-2019-19:05:59,,b'',
12-05-2019-19:06:04,,b'',
12-05-2019-19:06:09,,b'',
12-05-2019-19:06:14,play,b'',
12-05-2019-19:06:21,,b'',
12-05-2019-19:06:26,,b'',
12-05-2019-19:06:31,,b'',
12-05-2019-19:06:36,play,b'',
12-05-2019-19:06:43,,b'',
12-05-2019-19:06:48,,b'',
12-05-2019-19:06:53,,b'',
12-05-2019-19:06:58,play,b'',
12-05-2019-19:07:05,,b'',
12-05-2019-19:07:10,,b'',
12-05-2019-19:07:15,,b'',
12-05-2019-19:07:20,play,b'',
12-05-2019-19:07:28,,b'',
12-05-2019-19:07:33,,b'',
12-05-2019-19:07:38,,b'',
12-05-2019-19:07:43,play,b'',
12-05-2019-19:07:50,,b'',
12-05-2019-19:07:55,,b'',
12-05-2019-19:08:00,,b'',
12-05-2019-19:08:05,play,b'',
12-05-2019-19:08:12,,b'',
12-05-2019-19:08:17,,b'',
